Hour,Temperature(°C),Humidity(%),Wind speed (m/s),Visibility (10m),Dew point temperature(°C),Solar Radiation (MJ/m2),Rainfall(mm),Snowfall (cm),Seasons_Spring,Seasons_Summer,Seasons_Winter,Holiday_No Holiday,Functioning Day_Yes,Rented Bike Count
1,25.9,83,1.3,1520,22.7,0.0,0.0,0.0,False,True,False,True,True,361.8787604124907
2,25.4,84,0.6,1340,22.4,0.0,0.0,0.0,False,True,False,True,True,426.25128412095694
3,25.1,85,0.7,1507,22.3,0.0,0.0,0.0,False,True,False,True,True,286.7282154196636
4,24.6,84,0.7,1373,21.7,0.0,0.0,0.0,False,True,False,True,True,375.9186375557646
5,24.3,85,1.0,1496,21.6,0.0,0.0,0.0,False,True,False,True,True,216.79054056791279
6,24.0,85,0.9,1569,21.3,0.02,0.0,0.0,False,True,False,True,True,797.4315688592421
7,24.5,73,0.9,1901,19.3,0.36,0.0,0.0,False,True,False,True,True,1479.3997802298845
8,26.4,69,0.5,1559,20.2,1.09,0.0,0.0,False,True,False,True,True,1874.177934771532
9,28.0,64,1.0,1682,20.5,1.35,0.0,0.0,False,True,False,True,True,987.1506627858006
10,29.8,54,1.8,1737,19.4,2.34,0.0,0.0,False,True,False,True,True,577.7374739473779
11,31.5,51,2.1,1498,20.1,2.83,0.0,0.0,False,True,False,True,True,668.3152118829809
12,32.4,49,2.0,1844,20.3,3.09,0.0,0.0,False,True,False,True,True,715.4599338806249
13,33.0,51,2.5,1100,21.5,3.09,0.0,0.0,False,True,False,True,True,790.8208867535961
14,33.7,45,2.5,1843,20.1,3.23,0.0,0.0,False,True,False,True,True,796.4748367269005
15,33.4,44,3.1,1928,19.4,2.95,0.0,0.0,False,True,False,True,True,672.6219899040047
16,33.3,46,3.1,1914,20.1,2.51,0.0,0.0,False,True,False,True,True,627.6620473031516
17,33.0,46,3.1,1926,19.8,1.89,0.0,0.0,False,True,False,True,True,1422.9445756746218
18,32.3,47,3.0,1961,19.5,1.26,0.0,0.0,False,True,False,True,True,2664.3996445274297
19,31.2,52,2.4,1990,20.1,0.57,0.0,0.0,False,True,False,True,True,2392.131066544933
20,29.3,58,2.4,2000,20.1,0.09,0.0,0.0,False,True,False,True,True,2330.394487386778
21,28.0,64,1.5,2000,20.5,0.0,0.0,0.0,False,True,False,True,True,2253.0697182567583
22,27.2,69,1.7,2000,21.0,0.0,0.0,0.0,False,True,False,True,True,2080.618709582861
23,26.6,75,1.5,1996,21.7,0.0,0.0,0.0,False,True,False,True,True,1321.9326358495528
0,26.4,76,1.2,2000,21.8,0.0,0.0,0.0,False,True,False,True,True,966.8767467008847
1,25.8,78,0.4,2000,21.6,0.0,0.0,0.0,False,True,False,True,True,643.6060511906599
2,25.3,78,1.0,2000,21.1,0.0,0.0,0.0,False,True,False,True,True,480.5668489112492
3,24.8,80,1.0,1988,21.1,0.0,0.0,0.0,False,True,False,True,True,530.3539696092514
4,24.4,80,1.0,1112,20.7,0.0,0.0,0.0,False,True,False,True,True,204.26572597812017
5,24.1,81,0.9,1646,20.6,0.0,0.0,0.0,False,True,False,True,True,370.08490468628787
6,24.0,81,0.9,1271,20.5,0.02,0.0,0.0,False,True,False,True,True,666.3363452134739
7,24.4,75,1.0,841,19.6,0.35,0.0,0.0,False,True,False,True,True,1462.3262223956413
8,25.8,69,0.8,969,19.6,1.06,0.0,0.0,False,True,False,True,True,2144.613509973694
9,27.5,60,2.2,1252,19.0,1.59,0.0,0.0,False,True,False,True,True,1074.5966413720237
10,29.2,55,1.6,1404,19.2,2.36,0.0,0.0,False,True,False,True,True,727.0082470008532
11,30.4,53,1.8,1359,19.7,2.74,0.0,0.0,False,True,False,True,True,800.5587251380483
12,30.8,57,2.3,940,21.2,2.52,0.0,0.0,False,True,False,True,True,572.319223837966
13,31.1,53,3.2,1162,20.3,2.63,0.0,0.0,False,True,False,True,True,835.0930630821092
14,31.8,49,3.5,1429,19.7,2.93,0.0,0.0,False,True,False,True,True,798.9805497859448
15,31.9,51,3.3,1465,20.4,3.01,0.0,0.0,False,True,False,True,True,919.4419307003585
16,32.0,51,2.4,1402,20.5,2.55,0.0,0.0,False,True,False,True,True,993.1663029635736
17,31.8,52,2.4,1438,20.7,1.93,0.0,0.0,False,True,False,True,True,1553.803942990728
18,31.3,55,2.5,1550,21.1,1.2,0.0,0.0,False,True,False,True,True,2730.2334935166673
19,30.6,57,1.4,1529,21.1,0.58,0.0,0.0,False,True,False,True,True,2424.8416356566936
20,28.9,64,1.7,1567,21.3,0.1,0.0,0.0,False,True,False,True,True,2137.3551296764526
21,27.9,69,1.9,1194,21.6,0.0,0.0,0.0,False,True,False,True,True,2474.496595088264
22,27.2,70,1.9,1110,21.2,0.0,0.0,0.0,False,True,False,True,True,1981.6857753813038
23,26.6,76,1.6,936,22.0,0.0,0.0,0.0,False,True,False,True,True,1216.578187199589
0,26.2,79,0.7,850,22.2,0.0,0.0,0.0,False,True,False,True,True,989.5631949547837
1,25.7,80,0.2,805,21.9,0.0,0.0,0.0,False,True,False,True,True,677.9506794630702
2,25.2,82,0.4,791,21.9,0.0,0.0,0.0,False,True,False,True,True,313.6943295572138
3,24.7,84,0.7,694,21.8,0.0,0.0,0.0,False,True,False,True,True,535.7482059143786
4,24.3,83,0.7,621,21.2,0.0,0.0,0.0,False,True,False,True,True,334.0287738787425
5,23.9,83,0.4,780,20.8,0.0,0.0,0.0,False,True,False,True,True,378.5876054737613
6,23.7,83,0.1,713,20.6,0.03,0.0,0.0,False,True,False,True,True,711.002741307216
7,24.2,74,0.7,656,19.2,0.35,0.0,0.0,False,True,False,True,True,1174.2903251733405
8,25.8,71,0.4,760,20.1,0.93,0.0,0.0,False,True,False,True,True,1897.210225444719
9,27.2,59,0.4,948,18.4,1.18,0.0,0.0,False,True,False,True,True,1063.4419702190864
10,28.9,61,1.5,941,20.6,2.04,0.0,0.0,False,True,False,True,True,620.2948614130314
11,30.2,53,2.2,1143,19.5,2.77,0.0,0.0,False,True,False,True,True,456.052280317757
12,31.2,51,2.0,1101,19.8,2.96,0.0,0.0,False,True,False,True,True,758.027580010941
13,32.1,51,2.3,776,20.6,2.96,0.0,0.0,False,True,False,True,True,764.2850104928999
14,32.7,49,1.5,765,20.5,2.62,0.0,0.0,False,True,False,True,True,775.1157090458346
15,32.9,46,2.5,1248,19.7,2.9,0.0,0.0,False,True,False,True,True,846.4839020401527
16,33.1,42,2.9,1712,18.4,2.52,0.0,0.0,False,True,False,True,True,973.6881201457403
17,32.6,46,2.8,1560,19.4,1.95,0.0,0.0,False,True,False,True,True,1621.0358803664549
18,32.0,50,2.6,1374,20.2,1.25,0.0,0.0,False,True,False,True,True,2807.6672076878017
19,30.6,54,2.8,1531,20.2,0.59,0.0,0.0,False,True,False,True,True,2134.040250670453
20,28.8,66,1.9,1209,21.8,0.09,0.0,0.0,False,True,False,True,True,2250.818098890776
21,28.0,69,1.8,1140,21.7,0.0,0.0,0.0,False,True,False,True,True,2248.61734866907
22,27.2,73,1.5,1005,21.9,0.0,0.0,0.0,False,True,False,True,True,1860.072819655982
23,26.4,76,0.6,959,21.8,0.0,0.0,0.0,False,True,False,True,True,1208.5978394590247
0,25.9,76,1.3,984,21.3,0.0,0.0,0.0,False,True,False,True,True,995.8303826014848
1,25.4,79,0.8,924,21.4,0.0,0.0,0.0,False,True,False,True,True,759.9961167159634
2,24.8,80,1.5,888,21.1,0.0,0.0,0.0,False,True,False,True,True,663.8930469156759
3,24.4,85,0.6,678,21.7,0.0,0.0,0.0,False,True,False,True,True,333.5436061037559
4,24.0,87,0.9,582,21.6,0.0,0.0,0.0,False,True,False,True,True,148.1486061309591
5,23.6,88,0.2,604,21.4,0.0,0.0,0.0,False,True,False,True,True,269.8246682972203
6,23.3,83,0.2,875,20.2,0.02,0.0,0.0,False,True,False,True,True,780.2272534291012
7,23.6,75,0.9,856,18.9,0.36,0.0,0.0,False,True,False,True,True,1316.2619415165864
8,25.5,65,0.9,833,18.4,1.1,0.0,0.0,False,True,False,True,True,1975.65753138327
9,27.6,62,1.5,1043,19.6,1.76,0.0,0.0,False,True,False,True,True,974.3570097850649
10,29.4,56,2.2,1153,19.7,2.38,0.0,0.0,False,True,False,True,True,820.0063465710338
11,30.7,48,1.6,1705,18.4,2.92,0.0,0.0,False,True,False,True,True,614.517920015864
12,31.7,42,2.6,1868,17.2,3.23,0.0,0.0,False,True,False,True,True,955.2749274669466
13,32.6,47,2.7,1641,19.8,3.36,0.0,0.0,False,True,False,True,True,818.3654369659271
14,33.1,47,2.5,1785,20.2,3.26,0.0,0.0,False,True,False,True,True,706.4794857274417
15,33.7,41,2.5,1924,18.6,3.04,0.0,0.0,False,True,False,True,True,1068.9611732353032
16,33.7,43,2.7,1890,19.3,2.55,0.0,0.0,False,True,False,True,True,914.8672803351582
17,34.0,44,2.3,1891,20.0,1.95,0.0,0.0,False,True,False,True,True,1501.7810371055791
18,33.0,51,2.4,1566,21.5,1.23,0.0,0.0,False,True,False,True,True,2520.7627457364774
19,31.6,58,2.3,1556,22.3,0.56,0.0,0.0,False,True,False,True,True,2337.15033386706
20,29.8,62,2.9,1931,21.7,0.08,0.0,0.0,False,True,False,True,True,2277.428387710766
21,28.8,69,2.4,1619,22.5,0.0,0.0,0.0,False,True,False,True,True,2283.564394798903
22,28.0,76,1.5,1542,23.3,0.0,0.0,0.0,False,True,False,True,True,1988.4165769632616
23,27.2,78,1.9,1601,23.0,0.0,0.0,0.0,False,True,False,True,True,1298.8802948047244
0,26.7,80,1.4,1465,22.9,0.0,0.0,0.0,False,True,False,True,True,1005.663074160668
1,26.1,81,1.6,1409,22.5,0.0,0.0,0.0,False,True,False,True,True,611.314959286851
2,25.7,84,0.1,1293,22.7,0.0,0.0,0.0,False,True,False,True,True,753.9699912244312
3,25.4,84,0.9,1174,22.4,0.0,0.0,0.0,False,True,False,True,True,473.3734509246448
4,25.1,83,0.0,1253,22.0,0.0,0.0,0.0,False,True,False,True,True,219.40335631835418
5,24.9,83,0.3,1207,21.8,0.0,0.0,0.0,False,True,False,True,True,455.4889995615322
6,24.6,82,0.2,1157,21.3,0.02,0.0,0.0,False,True,False,True,True,577.8854024974856
7,25.2,75,0.6,1056,20.4,0.34,0.0,0.0,False,True,False,True,True,1290.340527360089
8,26.6,70,1.3,1062,20.6,1.01,0.0,0.0,False,True,False,True,True,1879.2981968286597
9,28.4,65,1.2,806,21.1,1.69,0.0,0.0,False,True,False,True,True,1090.791770688858
10,29.8,59,1.2,973,20.9,2.32,0.0,0.0,False,True,False,True,True,634.8492842314598
11,31.6,54,1.3,990,21.1,2.84,0.0,0.0,False,True,False,True,True,650.623277654159
12,32.6,51,2.1,800,21.1,3.21,0.0,0.0,False,True,False,True,True,829.3119853489635
13,32.4,54,2.4,708,21.8,2.5,0.0,0.0,False,True,False,True,True,906.4772073268111
14,33.4,52,2.7,685,22.1,2.67,0.0,0.0,False,True,False,True,True,738.1733238311607
15,34.1,45,2.4,1110,20.4,2.88,0.0,0.0,False,True,False,True,True,868.9920935947002
16,34.3,45,2.3,1466,20.6,2.47,0.0,0.0,False,True,False,True,True,826.8454193940327
17,34.3,44,2.1,1704,20.2,1.87,0.0,0.0,False,True,False,True,True,1465.4592782260183
18,33.9,42,2.0,1969,19.1,1.25,0.0,0.0,False,True,False,True,True,2358.5788506836802
19,32.9,44,2.0,1985,19.0,0.59,0.0,0.0,False,True,False,True,True,2156.2701125475874
20,30.9,51,2.2,2000,19.5,0.07,0.0,0.0,False,True,False,True,True,1891.0467966871208
21,29.8,59,1.4,2000,20.9,0.0,0.0,0.0,False,True,False,True,True,1935.764366068591
22,28.8,65,1.3,1988,21.5,0.0,0.0,0.0,False,True,False,True,True,1887.235570575805
23,28.2,70,1.3,1811,22.2,0.0,0.0,0.0,False,True,False,True,True,1492.913834439205
0,27.5,73,1.1,1834,22.2,0.0,0.0,0.0,False,True,False,True,True,1158.424104776845
1,27.0,74,1.1,1833,21.9,0.0,0.0,0.0,False,True,False,True,True,848.423343149085
2,26.4,72,0.2,1766,20.9,0.0,0.0,0.0,False,True,False,True,True,683.7304448512511
3,26.1,74,0.1,1683,21.0,0.0,0.0,0.0,False,True,False,True,True,425.42370609355606
4,25.6,77,1.2,1203,21.2,0.0,0.0,0.0,False,True,False,True,True,313.71194287781583
5,25.0,78,0.3,1474,20.8,0.0,0.0,0.0,False,True,False,True,True,255.7639631776346
6,24.9,76,0.0,1473,20.3,0.02,0.0,0.0,False,True,False,True,True,286.1925728538835
7,25.3,71,0.4,1226,19.6,0.34,0.0,0.0,False,True,False,True,True,301.62823497504917
8,27.4,63,0.9,1043,19.7,1.03,0.0,0.0,False,True,False,True,True,655.3574138611546
9,29.6,57,0.9,977,20.1,1.71,0.0,0.0,False,True,False,True,True,747.709388520582
10,31.4,51,1.1,847,20.0,2.32,0.0,0.0,False,True,False,True,True,568.5643829452697
11,32.9,45,2.1,1020,19.3,2.72,0.0,0.0,False,True,False,True,True,677.5172504219028
12,34.2,35,1.8,1528,16.5,3.14,0.0,0.0,False,True,False,True,True,918.8502482558042
13,35.2,34,1.8,1636,16.9,3.21,0.0,0.0,False,True,False,True,True,825.9803331237549
14,36.3,34,1.3,1493,17.9,3.17,0.0,0.0,False,True,False,True,True,841.0120167260545
15,36.5,35,3.0,1355,18.5,2.71,0.0,0.0,False,True,False,True,True,822.8414735275736
16,36.8,30,2.8,1756,16.3,2.41,0.0,0.0,False,True,False,True,True,995.9561319080376
17,36.3,36,3.1,1972,18.8,1.91,0.0,0.0,False,True,False,True,True,940.956687317366
18,35.0,42,2.9,1953,20.1,1.26,0.0,0.0,False,True,False,True,True,1139.6603239112615
19,33.4,51,2.6,2000,21.8,0.59,0.0,0.0,False,True,False,True,True,1157.9892254887986
20,31.5,53,1.8,2000,20.7,0.08,0.0,0.0,False,True,False,True,True,1769.7591240691422
21,30.2,54,1.8,2000,19.8,0.0,0.0,0.0,False,True,False,True,True,1880.0257599722727
22,29.4,55,1.4,2000,19.4,0.0,0.0,0.0,False,True,False,True,True,1534.4803116310084
23,28.8,56,1.6,2000,19.1,0.0,0.0,0.0,False,True,False,True,True,1263.4302688668595
0,28.1,56,0.2,2000,18.4,0.0,0.0,0.0,False,True,False,True,True,1015.0641268467195
1,27.3,60,0.8,2000,18.8,0.0,0.0,0.0,False,True,False,True,True,809.02158575866
2,26.8,63,0.6,2000,19.1,0.0,0.0,0.0,False,True,False,True,True,695.8367964647031
3,26.3,63,0.2,2000,18.6,0.0,0.0,0.0,False,True,False,True,True,269.3874734999781
4,25.9,71,0.3,2000,20.2,0.0,0.0,0.0,False,True,False,True,True,309.6130223188677
5,25.5,72,0.4,2000,20.0,0.0,0.0,0.0,False,True,False,True,True,229.23211117693432
6,25.3,73,0.6,1979,20.1,0.02,0.0,0.0,False,True,False,True,True,296.9708643511514
7,25.8,67,0.9,1773,19.1,0.34,0.0,0.0,False,True,False,True,True,404.40749531811105
8,27.9,60,0.6,1835,19.4,1.06,0.0,0.0,False,True,False,True,True,458.79148553537783
9,30.5,54,0.9,1907,20.1,1.71,0.0,0.0,False,True,False,True,True,515.9780112793297
10,32.2,50,0.8,1881,20.4,2.29,0.0,0.0,False,True,False,True,True,501.3076587772436
11,33.8,45,1.9,1928,20.2,2.74,0.0,0.0,False,True,False,True,True,592.8777239589663
12,35.5,39,1.9,1803,19.4,3.05,0.0,0.0,False,True,False,True,True,600.5148670809215
13,36.7,33,1.8,1911,17.7,3.24,0.0,0.0,False,True,False,True,True,590.3413734898334
14,37.4,34,2.3,1860,18.8,3.05,0.0,0.0,False,True,False,True,True,442.03590374150195
15,37.5,33,2.0,1816,18.4,2.32,0.0,0.0,False,True,False,True,True,595.3725536435229
16,37.8,31,2.5,1929,17.7,2.46,0.0,0.0,False,True,False,True,True,857.9458999131142
17,37.6,33,2.1,1837,18.5,1.82,0.0,0.0,False,True,False,True,True,968.6471291311065
18,36.3,35,3.0,1860,18.3,0.89,0.0,0.0,False,True,False,True,True,1275.8094191668977
19,34.5,47,2.8,1762,21.5,0.42,0.0,0.0,False,True,False,True,True,1648.909345691415
20,33.3,50,2.3,1706,21.4,0.1,0.0,0.0,False,True,False,True,True,1788.4847426927402
21,32.3,50,1.7,1784,20.5,0.0,0.0,0.0,False,True,False,True,True,1675.0130337872693
22,31.7,51,1.4,1742,20.3,0.0,0.0,0.0,False,True,False,True,True,1296.561991877239
23,31.2,52,1.5,1670,20.1,0.0,0.0,0.0,False,True,False,True,True,782.9450465196173
0,30.6,50,2.3,1631,18.9,0.0,0.0,0.0,False,True,False,True,True,775.708822709932
1,30.0,52,1.5,1774,19.0,0.0,0.0,0.0,False,True,False,True,True,510.45841486201857
2,29.7,53,1.4,1682,19.0,0.0,0.0,0.0,False,True,False,True,True,419.76778103140174
3,29.6,50,2.1,1970,18.0,0.0,0.0,0.0,False,True,False,True,True,223.1097277494246
4,29.3,51,0.9,1498,18.1,0.0,0.0,0.0,False,True,False,True,True,143.00286719426845
5,29.3,55,1.6,2000,19.3,0.0,0.0,0.0,False,True,False,True,True,137.84382935874612
6,29.2,58,1.7,2000,20.0,0.01,0.0,0.0,False,True,False,True,True,561.0584695662819
7,29.3,58,0.8,2000,20.1,0.23,0.0,0.0,False,True,False,True,True,1287.1158071467432
8,30.0,56,0.9,2000,20.2,0.54,0.0,0.0,False,True,False,True,True,2055.0134115432475
9,31.0,55,1.5,1945,20.8,1.14,0.0,0.0,False,True,False,True,True,975.5644561665666
10,31.8,51,1.5,1900,20.4,1.71,0.0,0.0,False,True,False,True,True,667.7155968528275
11,32.7,48,2.2,1908,20.2,2.53,0.0,0.0,False,True,False,True,True,703.1518998967211
12,34.1,47,2.3,1862,21.1,2.94,0.0,0.0,False,True,False,True,True,576.5463196818631
13,33.8,47,1.7,1887,20.9,1.57,0.0,0.0,False,True,False,True,True,723.489119357544
14,34.3,45,2.2,1967,20.6,1.64,0.0,0.0,False,True,False,True,True,598.3578634794723
15,35.4,46,2.2,1861,22.0,2.48,0.0,0.0,False,True,False,True,True,822.6714359298537
16,34.8,47,2.2,1839,21.8,1.32,0.0,0.0,False,True,False,True,True,974.64818738053
17,34.8,49,3.0,1866,22.5,1.37,0.0,0.0,False,True,False,True,True,1338.8750996390306
18,33.9,53,3.2,1886,22.9,0.94,0.0,0.0,False,True,False,True,True,2329.2838829613124
19,32.6,58,3.2,1962,23.2,0.45,0.0,0.0,False,True,False,True,True,2180.405112233796
20,31.5,61,1.8,2000,23.0,0.07,0.0,0.0,False,True,False,True,True,2252.695183273584
21,30.8,60,1.8,2000,22.1,0.0,0.0,0.0,False,True,False,True,True,1896.48492631161
22,30.3,60,1.8,2000,21.6,0.0,0.0,0.0,False,True,False,True,True,1664.1284450638636
23,30.0,58,1.6,2000,20.8,0.0,0.0,0.0,False,True,False,True,True,1179.4079351521843
0,29.6,61,1.0,2000,21.2,0.0,0.0,0.0,False,True,False,True,True,950.0845023027535
1,29.1,64,1.2,2000,21.5,0.0,0.0,0.0,False,True,False,True,True,660.8641094358112
2,28.6,66,0.9,2000,21.6,0.0,0.0,0.0,False,True,False,True,True,212.9053955244156
3,28.2,65,0.3,1999,20.9,0.0,0.0,0.0,False,True,False,True,True,463.5010672870312
4,27.8,67,0.2,1982,21.1,0.0,0.0,0.0,False,True,False,True,True,291.57867819979236
5,27.5,70,0.1,1976,21.5,0.0,0.0,0.0,False,True,False,True,True,137.37048846506727
6,27.2,71,0.8,1920,21.4,0.02,0.0,0.0,False,True,False,True,True,614.2179501737218
7,27.8,63,1.2,1781,20.1,0.32,0.0,0.0,False,True,False,True,True,1364.7210543997385
8,29.9,59,0.8,1727,21.0,1.03,0.0,0.0,False,True,False,True,True,1960.0737535560843
9,31.7,59,1.0,1706,22.6,1.69,0.0,0.0,False,True,False,True,True,1016.8130656619899
10,32.4,54,0.9,1631,21.8,1.45,0.0,0.0,False,True,False,True,True,592.9611889087748
11,33.9,46,1.6,1387,20.6,2.15,0.0,0.0,False,True,False,True,True,628.0290012482424
12,34.5,50,1.4,1901,22.5,1.89,0.0,0.0,False,True,False,True,True,658.3329780847896
13,36.4,41,1.3,1655,21.0,2.86,0.0,0.0,False,True,False,True,True,797.1567704816563
14,35.8,49,2.8,1264,23.4,2.4,0.0,0.0,False,True,False,True,True,564.262579850805
15,35.8,47,2.2,1029,22.7,1.51,0.0,0.0,False,True,False,True,True,657.0391894641831
16,34.9,51,2.0,1221,23.2,0.76,0.0,0.0,False,True,False,True,True,931.7436825345769
17,34.9,51,2.2,1235,23.2,0.98,0.0,0.0,False,True,False,True,True,1292.7080460294726
18,34.9,53,2.2,1296,23.8,0.86,0.0,0.0,False,True,False,True,True,2433.366193044332
19,33.1,57,2.2,1670,23.4,0.44,0.0,0.0,False,True,False,True,True,1903.0314490412363
20,31.1,63,2.0,1542,23.2,0.06,0.0,0.0,False,True,False,True,True,1828.7002144441826
21,30.2,65,2.3,1642,22.8,0.0,0.0,0.0,False,True,False,True,True,1809.7568940848819
22,29.8,66,3.2,1511,22.7,0.0,0.0,0.0,False,True,False,True,True,1773.7123366310957
23,29.3,66,2.8,1854,22.2,0.0,0.0,0.0,False,True,False,True,True,1049.95114545533
0,28.9,66,2.2,2000,21.9,0.0,0.0,0.0,False,True,False,True,True,891.8216517448557
1,28.7,67,2.6,2000,21.9,0.0,0.0,0.0,False,True,False,True,True,587.0429841136054
2,28.8,68,1.8,2000,22.2,0.0,0.0,0.0,False,True,False,True,True,566.1368092320656
3,28.9,69,2.8,1871,22.6,0.0,0.0,0.0,False,True,False,True,True,396.32974643308376
4,28.5,74,2.6,1549,23.4,0.0,0.0,0.0,False,True,False,True,True,44.59773804710849
5,28.3,74,2.4,1378,23.2,0.0,0.0,0.0,False,True,False,True,True,428.0529392151958
6,28.1,75,1.8,1092,23.2,0.01,0.0,0.0,False,True,False,True,True,898.6239648651629
7,28.3,72,2.0,1200,22.7,0.1,0.0,0.0,False,True,False,True,True,1175.4511004417157
8,28.7,70,3.5,1470,22.6,0.52,0.0,0.0,False,True,False,True,True,1830.9724388435404
9,29.4,66,2.5,1308,22.3,0.91,0.0,0.0,False,True,False,True,True,1268.252911888305
10,30.7,61,2.8,1521,22.3,1.5,0.0,0.0,False,True,False,True,True,568.3902987850627
11,30.7,63,3.4,1323,22.8,1.13,0.0,0.0,False,True,False,True,True,750.9452930323627
12,31.1,60,2.7,1331,22.4,1.02,0.0,0.0,False,True,False,True,True,808.378386649573
13,32.3,56,3.0,1504,22.3,1.74,0.0,0.0,False,True,False,True,True,913.1425213390859
14,33.0,53,1.7,1357,22.1,1.73,0.0,0.0,False,True,False,True,True,788.8046092005819
15,34.0,50,3.0,1705,22.1,1.72,0.0,0.0,False,True,False,True,True,732.7573599831263
16,34.1,52,2.5,1304,22.8,2.23,0.0,0.0,False,True,False,True,True,884.9732734619972
17,33.2,56,2.2,1428,23.2,1.03,0.0,0.0,False,True,False,True,True,1378.928868728485
18,32.2,58,2.5,1553,22.8,0.44,0.0,0.0,False,True,False,True,True,2318.5801602989577
19,31.7,60,2.3,1492,22.9,0.23,0.0,0.0,False,True,False,True,True,2043.6270815232408
20,30.9,67,1.7,1470,24.0,0.05,0.0,0.0,False,True,False,True,True,1880.4142339022771
21,29.7,74,2.2,1342,24.5,0.0,0.0,0.0,False,True,False,True,True,1666.4524109932138
22,28.8,76,2.8,1231,24.1,0.0,0.0,0.0,False,True,False,True,True,1888.4348782718032
23,28.0,77,1.9,1346,23.5,0.0,0.0,0.0,False,True,False,True,True,1240.8503723937326
0,27.7,78,1.2,1341,23.5,0.0,0.0,0.0,False,True,False,True,True,816.3082458066036
1,27.6,79,1.0,1261,23.6,0.0,0.0,0.0,False,True,False,True,True,701.7209926497316
2,27.6,78,0.1,1289,23.4,0.0,0.0,0.0,False,True,False,True,True,504.6149230371757
3,27.7,76,0.2,1376,23.0,0.0,0.0,0.0,False,True,False,True,True,186.03000767660856
4,27.7,75,1.0,1360,22.8,0.0,0.0,0.0,False,True,False,True,True,284.08678582166027
5,27.4,78,0.8,1301,23.2,0.0,0.0,0.0,False,True,False,True,True,204.68790298062385
6,27.4,77,0.7,1113,23.0,0.0,0.0,0.0,False,True,False,True,True,767.5413873735356
7,27.7,75,1.2,1103,22.8,0.1,0.0,0.0,False,True,False,True,True,1225.6929805227255
8,28.3,72,0.8,1165,22.7,0.34,0.0,0.0,False,True,False,True,True,1784.309827854583
9,29.1,69,1.0,853,22.8,0.67,0.0,0.0,False,True,False,True,True,893.9053012656648
10,29.5,68,1.8,946,22.9,0.54,0.0,0.0,False,True,False,True,True,633.8444141640608
11,30.2,67,1.5,1003,23.3,0.87,0.0,0.0,False,True,False,True,True,673.2872714862887
12,32.0,57,1.6,1075,22.4,1.94,0.0,0.0,False,True,False,True,True,597.5334527430492
13,32.4,54,0.7,896,21.8,1.41,0.0,0.0,False,True,False,True,True,606.9899678949188
14,33.0,56,2.5,879,23.0,1.33,0.0,0.0,False,True,False,True,True,711.6473034653117
15,33.1,58,1.9,882,23.7,0.87,0.0,0.0,False,True,False,True,True,715.5768777720683
16,33.5,57,2.8,989,23.8,1.55,0.0,0.0,False,True,False,True,True,886.7949569409725
17,33.1,59,2.9,1038,24.0,1.14,0.0,0.0,False,True,False,True,True,1192.2003738015005
18,33.2,59,1.8,1069,24.0,0.99,0.0,0.0,False,True,False,True,True,2461.2076429756544
19,32.3,63,2.1,1037,24.3,0.41,0.0,0.0,False,True,False,True,True,2022.9085717510452
20,31.0,68,1.4,1162,24.3,0.05,0.0,0.0,False,True,False,True,True,1715.1684408785509
21,30.0,74,2.7,1056,24.8,0.0,0.0,0.0,False,True,False,True,True,2051.7018882322996
22,29.4,78,1.6,1011,25.1,0.0,0.0,0.0,False,True,False,True,True,1717.4188114257004
23,29.0,79,1.2,971,24.9,0.0,0.0,0.0,False,True,False,True,True,1172.7535029792598
0,28.6,80,0.6,990,24.8,0.0,0.0,0.0,False,True,False,True,True,991.8890201048806
1,28.3,78,0.5,1072,24.0,0.0,0.0,0.0,False,True,False,True,True,785.5110137529878
2,27.8,79,1.4,1049,23.8,0.0,0.0,0.0,False,True,False,True,True,575.1754637186847
3,27.6,80,1.6,929,23.8,0.0,0.0,0.0,False,True,False,True,True,329.8083069685918
4,27.3,85,1.6,671,24.5,0.0,0.0,0.0,False,True,False,True,True,261.58529015962665
5,27.2,86,0.8,657,24.6,0.0,0.0,0.0,False,True,False,True,True,269.67498484714713
6,27.2,85,0.1,702,24.4,0.02,0.0,0.0,False,True,False,True,True,700.7871242784248
7,27.6,80,1.0,783,23.8,0.27,0.0,0.0,False,True,False,True,True,926.6973476468913
8,28.5,76,0.9,725,23.8,0.59,0.0,0.0,False,True,False,True,True,1721.0229072588768
9,29.9,69,1.5,769,23.5,1.12,0.0,0.0,False,True,False,True,True,1100.61785157107
10,31.2,61,2.3,901,22.7,1.71,0.0,0.0,False,True,False,True,True,564.7865150522464
11,32.7,56,1.9,1034,22.7,2.57,0.0,0.0,False,True,False,True,True,560.5788740789403
12,33.7,53,1.9,990,22.7,2.5,0.0,0.0,False,True,False,True,True,670.6599106582045
13,35.3,48,2.5,880,22.6,2.89,0.0,0.0,False,True,False,True,True,535.4679677836646
14,34.1,57,1.8,667,24.3,1.13,0.0,0.0,False,True,False,True,True,293.3496736913382
15,35.3,52,1.9,822,23.9,2.15,0.0,0.0,False,True,False,True,True,753.6908535285746
16,35.0,55,2.8,835,24.6,1.56,0.0,0.0,False,True,False,True,True,918.1443476751765
17,34.7,59,2.7,1095,25.5,1.49,0.0,0.0,False,True,False,True,True,1283.9201545623644
18,33.7,62,3.2,1082,25.3,0.87,0.0,0.0,False,True,False,True,True,2168.9830541620872
