employment_id,workclass,education,marital-status,occupation,relationship,education-num,hours-per-week
19058, Private, HS-grad, Divorced, Craft-repair, Not-in-family,9,35
19059, ?, HS-grad, Married-spouse-absent, ?, Unmarried,9,32
19060, Private, HS-grad, Divorced, Machine-op-inspct, Not-in-family,9,40
19061, Private, HS-grad, Divorced, Sales, Not-in-family,9,24
19062, Private, 12th, Never-married, Other-service, Own-child,8,40
19063, Private, HS-grad, Married-civ-spouse, Exec-managerial, Husband,9,46
19064, Self-emp-not-inc, Some-college, Divorced, Prof-specialty, Not-in-family,10,15
19065, Private, 7th-8th, Separated, Craft-repair, Not-in-family,4,40
19066, Private, Bachelors, Married-civ-spouse, Prof-specialty, Husband,13,35
19067, Local-gov, HS-grad, Married-civ-spouse, Adm-clerical, Husband,9,40
19068, Private, Some-college, Never-married, Sales, Own-child,10,25
19069, Private, Doctorate, Married-civ-spouse, Prof-specialty, Husband,16,50
19070, Federal-gov, Some-college, Married-civ-spouse, Adm-clerical, Wife,10,40
19071, Private, 5th-6th, Married-civ-spouse, Craft-repair, Other-relative,3,40
19072, Private, Some-college, Never-married, Adm-clerical, Not-in-family,10,40
19073, Private, Some-college, Married-civ-spouse, Sales, Husband,10,50
19074, ?, 7th-8th, Divorced, ?, Not-in-family,4,48
19075, Local-gov, HS-grad, Married-civ-spouse, Craft-repair, Husband,9,45
19076, Private, HS-grad, Married-civ-spouse, Exec-managerial, Husband,9,40
19077, State-gov, Bachelors, Married-civ-spouse, Prof-specialty, Husband,13,40
19078, Local-gov, HS-grad, Widowed, Other-service, Unmarried,9,30
19079, Local-gov, Bachelors, Married-civ-spouse, Prof-specialty, Wife,13,45
19080, Federal-gov, Some-college, Never-married, Handlers-cleaners, Not-in-family,10,40
19081, Private, Some-college, Married-civ-spouse, Sales, Husband,10,60
19082, Private, Some-college, Never-married, Adm-clerical, Own-child,10,8
19083, Private, HS-grad, Married-civ-spouse, Handlers-cleaners, Husband,9,48
19084, Local-gov, HS-grad, Married-civ-spouse, Handlers-cleaners, Husband,9,40
19085, Self-emp-not-inc, Bachelors, Married-civ-spouse, Adm-clerical, Wife,13,30
19086, Private, Bachelors, Married-civ-spouse, Exec-managerial, Husband,13,40
19087, Private, Some-college, Never-married, Handlers-cleaners, Not-in-family,10,39
19088, Self-emp-not-inc, Bachelors, Never-married, Craft-repair, Not-in-family,13,55
19089, Private, Bachelors, Married-civ-spouse, Exec-managerial, Husband,13,50
19090, Federal-gov, Some-college, Widowed, Prof-specialty, Unmarried,10,40
19091, ?, Some-college, Never-married, ?, Own-child,10,24
19092, Private, 12th, Never-married, Adm-clerical, Own-child,8,25
19093, Private, Some-college, Divorced, Exec-managerial, Other-relative,10,45
19094, Local-gov, Some-college, Never-married, Prof-specialty, Other-relative,10,7
19095, Private, Some-college, Never-married, Sales, Own-child,10,20
19096, Private, HS-grad, Divorced, Handlers-cleaners, Not-in-family,9,35
19097, Private, Some-college, Never-married, Other-service, Own-child,10,30
19098, Local-gov, Doctorate, Widowed, Prof-specialty, Unmarried,16,40
19099, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband,9,40
19100, Private, Assoc-voc, Never-married, Tech-support, Not-in-family,11,40
19101, Private, HS-grad, Never-married, Sales, Own-child,9,12
19102, Private, HS-grad, Married-civ-spouse, Other-service, Wife,9,40
19103, Private, HS-grad, Never-married, Sales, Own-child,9,40
19104, Private, Assoc-acdm, Married-civ-spouse, Handlers-cleaners, Husband,12,25
19105, Private, HS-grad, Never-married, Adm-clerical, Own-child,9,40
19106, Private, Some-college, Married-civ-spouse, Exec-managerial, Husband,10,45
19107, Private, Some-college, Never-married, Other-service, Own-child,10,15
19108, Private, HS-grad, Divorced, Prof-specialty, Not-in-family,9,40
19109, Local-gov, Bachelors, Married-civ-spouse, Protective-serv, Husband,13,50
19110, Private, 10th, Never-married, Other-service, Own-child,6,20
19111, Private, Some-college, Married-spouse-absent, Sales, Unmarried,10,40
19112, Private, Some-college, Never-married, Exec-managerial, Own-child,10,40
19113, Self-emp-not-inc, 1st-4th, Divorced, Craft-repair, Not-in-family,2,28
19114, Private, 12th, Married-civ-spouse, Machine-op-inspct, Husband,8,40
19115, Private, HS-grad, Divorced, Other-service, Not-in-family,9,20
19116, Private, Some-college, Married-civ-spouse, Other-service, Husband,10,40
19117, Private, Some-college, Married-civ-spouse, Sales, Husband,10,40
19118, Private, HS-grad, Married-civ-spouse, Prof-specialty, Wife,9,16
19119, Private, HS-grad, Married-civ-spouse, Transport-moving, Husband,9,40
19120, Local-gov, Assoc-voc, Divorced, Protective-serv, Own-child,11,40
19121, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband,9,45
19122, Self-emp-inc, Some-college, Married-civ-spouse, Exec-managerial, Husband,10,45
19123, Federal-gov, HS-grad, Divorced, Adm-clerical, Not-in-family,9,40
19124, Private, HS-grad, Never-married, Priv-house-serv, Not-in-family,9,45
19125, Private, HS-grad, Widowed, Tech-support, Not-in-family,9,18
19126, Private, Some-college, Never-married, Exec-managerial, Own-child,10,15
19127, Private, Some-college, Married-civ-spouse, Craft-repair, Husband,10,55
19128, Private, Assoc-voc, Separated, Prof-specialty, Not-in-family,11,40
19129, Private, Assoc-voc, Divorced, Craft-repair, Not-in-family,11,35
19130, Private, Some-college, Divorced, Exec-managerial, Not-in-family,10,52
19131, Private, Assoc-acdm, Married-civ-spouse, Exec-managerial, Husband,12,60
19132, Private, HS-grad, Divorced, Adm-clerical, Unmarried,9,40
19133, Private, Some-college, Married-civ-spouse, Tech-support, Husband,10,36
19134, ?, Bachelors, Married-civ-spouse, ?, Husband,13,40
19135, ?, 10th, Never-married, ?, Own-child,6,40
19136, Private, 11th, Never-married, Farming-fishing, Own-child,7,24
19137, Private, Some-college, Married-civ-spouse, Tech-support, Husband,10,70
19138, Private, HS-grad, Separated, Prof-specialty, Unmarried,9,40
19139, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband,9,50
19140, Private, Some-college, Divorced, Prof-specialty, Not-in-family,10,40
19141, Private, 11th, Divorced, Transport-moving, Not-in-family,7,76
19142, Private, 7th-8th, Married-civ-spouse, Other-service, Wife,4,99
19143, Private, Some-college, Married-civ-spouse, Handlers-cleaners, Husband,10,40
19144, Local-gov, Doctorate, Divorced, Prof-specialty, Not-in-family,16,40
19145, Private, HS-grad, Divorced, Sales, Unmarried,9,40
19146, Private, Some-college, Never-married, Sales, Not-in-family,10,40
19147, Local-gov, 9th, Married-civ-spouse, Craft-repair, Husband,5,40
19148, State-gov, HS-grad, Married-civ-spouse, Other-service, Wife,9,15
19149, Private, Bachelors, Never-married, Craft-repair, Own-child,13,40
19150, Private, Some-college, Never-married, Craft-repair, Own-child,10,40
19151, Private, HS-grad, Divorced, Transport-moving, Not-in-family,9,40
19152, Private, HS-grad, Married-civ-spouse, Machine-op-inspct, Husband,9,40
19153, Private, HS-grad, Married-civ-spouse, Exec-managerial, Husband,9,40
19154, ?, 12th, Separated, ?, Unmarried,8,53
19155, Private, Bachelors, Married-civ-spouse, Prof-specialty, Husband,13,60
19156, Private, Some-college, Married-civ-spouse, Handlers-cleaners, Husband,10,38
19157, Private, Masters, Married-civ-spouse, Prof-specialty, Wife,14,40
19158, Private, HS-grad, Married-civ-spouse, Farming-fishing, Husband,9,40
19159, Private, Some-college, Never-married, Handlers-cleaners, Not-in-family,10,40
19160, Private, 10th, Divorced, Machine-op-inspct, Not-in-family,6,40
19161, Self-emp-not-inc, Some-college, Married-civ-spouse, Sales, Husband,10,92
19162, Local-gov, HS-grad, Never-married, Transport-moving, Own-child,9,40
19163, Private, 9th, Married-civ-spouse, Machine-op-inspct, Husband,5,40
19164, Private, HS-grad, Never-married, Craft-repair, Own-child,9,60
19165, Private, Bachelors, Never-married, Sales, Not-in-family,13,40
19166, Self-emp-not-inc, Some-college, Married-civ-spouse, Farming-fishing, Husband,10,15
19167, Private, HS-grad, Married-civ-spouse, Sales, Husband,9,45
19168, Federal-gov, HS-grad, Never-married, Transport-moving, Unmarried,9,40
19169, ?, 5th-6th, Married-civ-spouse, ?, Husband,3,49
19170, Self-emp-not-inc, Bachelors, Married-civ-spouse, Transport-moving, Husband,13,48
19171, State-gov, Masters, Divorced, Prof-specialty, Not-in-family,14,40
19172, Private, Doctorate, Never-married, Adm-clerical, Own-child,16,18
19173, Self-emp-inc, HS-grad, Divorced, Sales, Not-in-family,9,20
19174, Private, 11th, Never-married, Other-service, Own-child,7,20
19175, Private, Assoc-voc, Never-married, Craft-repair, Not-in-family,11,40
19176, Self-emp-not-inc, Assoc-voc, Never-married, Farming-fishing, Not-in-family,11,60
19177, Private, Some-college, Never-married, Adm-clerical, Not-in-family,10,40
19178, Private, Assoc-acdm, Married-civ-spouse, Sales, Wife,12,25
19179, Local-gov, 11th, Married-civ-spouse, Handlers-cleaners, Husband,7,40
19180, Private, 1st-4th, Married-civ-spouse, Other-service, Husband,2,54
19181, ?, 10th, Widowed, ?, Not-in-family,6,20
19182, Private, HS-grad, Never-married, Exec-managerial, Not-in-family,9,45
19183, Private, HS-grad, Married-civ-spouse, Other-service, Husband,9,50
19184, Private, Bachelors, Never-married, Adm-clerical, Not-in-family,13,35
19185, Private, HS-grad, Never-married, Craft-repair, Not-in-family,9,45
19186, Private, Bachelors, Married-spouse-absent, Sales, Not-in-family,13,50
19187, Private, 7th-8th, Never-married, Machine-op-inspct, Own-child,4,40
19188, Private, Bachelors, Married-civ-spouse, Sales, Husband,13,15
19189, Private, 11th, Never-married, Craft-repair, Not-in-family,7,40
19190, Private, HS-grad, Married-civ-spouse, Machine-op-inspct, Husband,9,40
19191, Private, 12th, Never-married, Handlers-cleaners, Own-child,8,15
19192, Private, HS-grad, Never-married, Machine-op-inspct, Not-in-family,9,40
19193, Private, Prof-school, Never-married, Prof-specialty, Not-in-family,15,50
19194, Local-gov, Bachelors, Married-civ-spouse, Protective-serv, Wife,13,40
19195, Private, HS-grad, Married-civ-spouse, Transport-moving, Husband,9,16
19196, Self-emp-inc, HS-grad, Widowed, Sales, Not-in-family,9,15
19197, Private, Some-college, Married-civ-spouse, Sales, Husband,10,40
19198, Private, HS-grad, Separated, Machine-op-inspct, Unmarried,9,40
19199, Private, Doctorate, Married-civ-spouse, Prof-specialty, Husband,16,40
19200, Private, HS-grad, Divorced, Adm-clerical, Own-child,9,40
19201, Private, Bachelors, Never-married, Prof-specialty, Own-child,13,40
19202, Local-gov, Some-college, Widowed, Adm-clerical, Not-in-family,10,24
19203, Private, Some-college, Married-civ-spouse, Adm-clerical, Wife,10,40
19204, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband,9,40
19205, Private, Some-college, Married-civ-spouse, Exec-managerial, Husband,10,40
19206, Private, HS-grad, Never-married, Transport-moving, Not-in-family,9,40
19207, Private, 10th, Never-married, Other-service, Own-child,6,25
19208, State-gov, Some-college, Never-married, Other-service, Own-child,10,40
19209, Private, Bachelors, Divorced, Exec-managerial, Not-in-family,13,40
19210, Private, Some-college, Never-married, Prof-specialty, Own-child,10,32
19211, Self-emp-not-inc, HS-grad, Married-civ-spouse, Other-service, Wife,9,40
19212, Private, 11th, Never-married, Other-service, Own-child,7,15
19213, Private, Some-college, Divorced, Sales, Unmarried,10,37
19214, Private, Some-college, Never-married, Craft-repair, Not-in-family,10,40
19215, Private, Bachelors, Married-civ-spouse, Prof-specialty, Husband,13,40
19216, Self-emp-not-inc, Some-college, Never-married, Farming-fishing, Own-child,10,50
19217, Private, HS-grad, Married-civ-spouse, Transport-moving, Husband,9,40
19218, Federal-gov, Assoc-acdm, Never-married, Exec-managerial, Unmarried,12,32
19219, Private, Some-college, Never-married, Tech-support, Not-in-family,10,54
19220, Private, Assoc-acdm, Married-civ-spouse, Sales, Husband,12,45
19221, Private, HS-grad, Married-civ-spouse, Sales, Husband,9,30
19222, Local-gov, Some-college, Never-married, Protective-serv, Not-in-family,10,40
19223, Private, HS-grad, Separated, Adm-clerical, Unmarried,9,40
19224, Private, HS-grad, Widowed, Other-service, Other-relative,9,32
19225, Private, 5th-6th, Never-married, Machine-op-inspct, Other-relative,3,40
19226, Private, Masters, Never-married, Exec-managerial, Not-in-family,14,40
19227, Private, HS-grad, Married-civ-spouse, Machine-op-inspct, Husband,9,40
19228, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband,9,40
19229, Private, HS-grad, Divorced, Other-service, Unmarried,9,40
19230, Private, Some-college, Never-married, Other-service, Unmarried,10,40
19231, ?, 9th, Divorced, ?, Own-child,5,38
19232, State-gov, HS-grad, Divorced, Other-service, Not-in-family,9,48
19233, Private, Some-college, Never-married, Prof-specialty, Own-child,10,40
19234, ?, Bachelors, Never-married, ?, Not-in-family,13,40
19235, Private, HS-grad, Never-married, Adm-clerical, Unmarried,9,40
19236, Self-emp-inc, Some-college, Separated, Sales, Own-child,10,40
19237, Private, 10th, Never-married, Other-service, Own-child,6,18
19238, Private, Some-college, Never-married, Craft-repair, Not-in-family,10,40
19239, Private, 11th, Never-married, Other-service, Own-child,7,30
19240, Private, Some-college, Never-married, Sales, Not-in-family,10,30
19241, ?, HS-grad, Married-civ-spouse, ?, Husband,9,24
19242, State-gov, Some-college, Never-married, Other-service, Not-in-family,10,40
19243, Private, HS-grad, Never-married, Other-service, Not-in-family,9,40
19244, Private, Some-college, Separated, Other-service, Unmarried,10,8
19245, Private, Some-college, Divorced, Exec-managerial, Not-in-family,10,40
19246, Private, 12th, Married-civ-spouse, Protective-serv, Husband,8,40
19247, Private, Some-college, Widowed, Exec-managerial, Unmarried,10,40
19248, Private, Masters, Married-civ-spouse, Exec-managerial, Husband,14,50
19249, Private, 11th, Never-married, Handlers-cleaners, Own-child,7,50
19250, Private, Bachelors, Married-spouse-absent, Exec-managerial, Not-in-family,13,40
19251, Self-emp-inc, Some-college, Married-civ-spouse, Transport-moving, Husband,10,40
19252, Private, Some-college, Divorced, Exec-managerial, Not-in-family,10,40
19253, Local-gov, HS-grad, Married-civ-spouse, Transport-moving, Husband,9,40
19254, ?, 11th, Never-married, ?, Own-child,7,20
19255, Local-gov, Bachelors, Divorced, Exec-managerial, Not-in-family,13,40
19256, ?, Bachelors, Never-married, ?, Not-in-family,13,25
19257, Private, Bachelors, Never-married, Other-service, Unmarried,13,40
19258, Self-emp-inc, Bachelors, Married-civ-spouse, Craft-repair, Husband,13,40
19259, State-gov, Masters, Never-married, Prof-specialty, Not-in-family,14,40
19260, Self-emp-not-inc, Assoc-acdm, Never-married, Sales, Not-in-family,12,50
19261, Private, HS-grad, Married-civ-spouse, Machine-op-inspct, Husband,9,40
19262, Private, Bachelors, Never-married, Farming-fishing, Own-child,13,50
19263, Private, Bachelors, Never-married, Sales, Not-in-family,13,40
19264, Private, Bachelors, Divorced, Prof-specialty, Unmarried,13,50
19265, Local-gov, Masters, Married-civ-spouse, Exec-managerial, Husband,14,40
19266, Private, HS-grad, Married-civ-spouse, Machine-op-inspct, Husband,9,50
19267, Private, 7th-8th, Divorced, Machine-op-inspct, Not-in-family,4,40
19268, State-gov, Some-college, Never-married, Adm-clerical, Own-child,10,20
19269, Private, HS-grad, Never-married, Priv-house-serv, Other-relative,9,10
19270, Private, Some-college, Divorced, Sales, Not-in-family,10,45
19271, Self-emp-inc, HS-grad, Married-civ-spouse, Exec-managerial, Husband,9,50
19272, Private, HS-grad, Never-married, Handlers-cleaners, Not-in-family,9,60
19273, Private, Bachelors, Married-civ-spouse, Sales, Husband,13,48
19274, Private, 11th, Never-married, Adm-clerical, Other-relative,7,20
19275, Local-gov, Masters, Divorced, Prof-specialty, Unmarried,14,40
19276, Private, 11th, Married-civ-spouse, Sales, Husband,7,40
19277, Private, HS-grad, Never-married, Sales, Not-in-family,9,38
19278, Private, Some-college, Divorced, Prof-specialty, Not-in-family,10,40
19279, Private, HS-grad, Never-married, Handlers-cleaners, Other-relative,9,28
19280, Private, Some-college, Divorced, Machine-op-inspct, Unmarried,10,40
19281, Self-emp-not-inc, HS-grad, Divorced, Exec-managerial, Unmarried,9,30
19282, Private, 10th, Married-civ-spouse, Craft-repair, Husband,6,40
19283, Private, Masters, Married-civ-spouse, Prof-specialty, Husband,14,55
19284, Self-emp-not-inc, HS-grad, Married-civ-spouse, Farming-fishing, Husband,9,60
19285, ?, HS-grad, Divorced, ?, Unmarried,9,40
19286, State-gov, HS-grad, Separated, Adm-clerical, Unmarried,9,37
19287, Private, HS-grad, Never-married, Adm-clerical, Not-in-family,9,40
19288, Private, HS-grad, Never-married, Sales, Not-in-family,9,35
19289, Private, Masters, Never-married, Exec-managerial, Not-in-family,14,40
19290, Private, Some-college, Divorced, Exec-managerial, Unmarried,10,30
19291, Private, HS-grad, Never-married, Handlers-cleaners, Own-child,9,35
19292, Self-emp-not-inc, Prof-school, Married-civ-spouse, Prof-specialty, Husband,15,50
19293, Local-gov, Masters, Married-civ-spouse, Prof-specialty, Husband,14,44
19294, Private, HS-grad, Separated, Adm-clerical, Other-relative,9,40
19295, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband,9,40
19296, Private, Bachelors, Never-married, Protective-serv, Own-child,13,40
19297, Self-emp-not-inc, HS-grad, Married-civ-spouse, Exec-managerial, Husband,9,3
19298, Private, HS-grad, Divorced, Exec-managerial, Not-in-family,9,40
19299, Self-emp-not-inc, HS-grad, Married-civ-spouse, Farming-fishing, Husband,9,60
19300, Private, Masters, Never-married, Adm-clerical, Not-in-family,14,40
19301, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband,9,40
19302, Private, Some-college, Divorced, Prof-specialty, Unmarried,10,40
19303, Self-emp-inc, Some-college, Married-civ-spouse, Exec-managerial, Husband,10,40
19304, Private, 9th, Never-married, Other-service, Own-child,5,40
19305, Federal-gov, Bachelors, Divorced, Adm-clerical, Not-in-family,13,40
19306, Local-gov, Some-college, Separated, Protective-serv, Own-child,10,52
19307, Self-emp-not-inc, HS-grad, Divorced, Sales, Not-in-family,9,40
19308, Private, 11th, Never-married, Machine-op-inspct, Own-child,7,48
19309, Local-gov, HS-grad, Divorced, Exec-managerial, Not-in-family,9,40
19310, Private, Assoc-acdm, Married-civ-spouse, Prof-specialty, Husband,12,45
19311, State-gov, Masters, Married-civ-spouse, Prof-specialty, Husband,14,50
19312, ?, Some-college, Never-married, ?, Own-child,10,40
19313, Private, Assoc-acdm, Never-married, Sales, Not-in-family,12,40
19314, Local-gov, HS-grad, Never-married, Other-service, Unmarried,9,40
19315, State-gov, Assoc-voc, Married-civ-spouse, Protective-serv, Husband,11,40
19316, Private, Some-college, Never-married, Other-service, Unmarried,10,25
19317, Private, Some-college, Never-married, Other-service, Not-in-family,10,20
19318, Private, Bachelors, Never-married, Prof-specialty, Not-in-family,13,40
19319, ?, Bachelors, Never-married, ?, Not-in-family,13,50
19320, Private, HS-grad, Never-married, Handlers-cleaners, Not-in-family,9,50
19321, ?, 10th, Never-married, ?, Own-child,6,38
19322, Private, HS-grad, Never-married, Sales, Unmarried,9,48
19323, Self-emp-not-inc, Bachelors, Never-married, Sales, Own-child,13,60
19324, Private, Masters, Married-civ-spouse, Exec-managerial, Husband,14,50
19325, Private, Assoc-acdm, Divorced, Exec-managerial, Not-in-family,12,43
19326, Federal-gov, Assoc-voc, Divorced, Prof-specialty, Unmarried,11,40
19327, State-gov, Doctorate, Married-civ-spouse, Prof-specialty, Wife,16,40
19328, Private, 12th, Separated, Craft-repair, Not-in-family,8,40
19329, Private, HS-grad, Divorced, Craft-repair, Other-relative,9,40
19330, Private, HS-grad, Married-civ-spouse, Machine-op-inspct, Husband,9,40
19331, Private, Assoc-voc, Married-civ-spouse, Craft-repair, Husband,11,40
19332, Local-gov, Some-college, Never-married, Adm-clerical, Own-child,10,20
19333, Private, 9th, Married-civ-spouse, Craft-repair, Husband,5,45
19334, Self-emp-inc, Bachelors, Married-civ-spouse, Exec-managerial, Husband,13,50
19335, State-gov, Masters, Married-civ-spouse, Prof-specialty, Husband,14,75
19336, Private, Some-college, Married-civ-spouse, Exec-managerial, Husband,10,55
19337, State-gov, HS-grad, Separated, Adm-clerical, Unmarried,9,38
19338, ?, HS-grad, Married-civ-spouse, ?, Husband,9,1
19339, Private, HS-grad, Never-married, Other-service, Own-child,9,30
19340, Local-gov, HS-grad, Divorced, Transport-moving, Other-relative,9,40
19341, Private, Some-college, Never-married, Transport-moving, Own-child,10,30
19342, Private, Some-college, Married-civ-spouse, Adm-clerical, Wife,10,40
19343, Private, Some-college, Married-civ-spouse, Sales, Husband,10,50
19344, Private, Assoc-acdm, Married-spouse-absent, Sales, Own-child,12,36
19345, Self-emp-not-inc, HS-grad, Never-married, Sales, Unmarried,9,40
19346, ?, Assoc-voc, Married-civ-spouse, ?, Wife,11,35
19347, Private, Bachelors, Married-spouse-absent, Craft-repair, Not-in-family,13,50
19348, Private, Some-college, Married-civ-spouse, Craft-repair, Husband,10,45
19349, Private, Bachelors, Married-civ-spouse, Handlers-cleaners, Husband,13,40
19350, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband,9,40
19351, Private, Some-college, Married-civ-spouse, Craft-repair, Husband,10,43
19352, Private, Bachelors, Never-married, Exec-managerial, Not-in-family,13,40
19353, Private, Assoc-acdm, Married-civ-spouse, Other-service, Wife,12,40
19354, Self-emp-not-inc, Masters, Widowed, Prof-specialty, Not-in-family,14,2
19355, Private, Bachelors, Divorced, Prof-specialty, Not-in-family,13,48
19356, Self-emp-inc, Bachelors, Married-civ-spouse, Prof-specialty, Husband,13,50
19357, Self-emp-not-inc, HS-grad, Married-civ-spouse, Transport-moving, Husband,9,60
19358, Private, Bachelors, Never-married, Prof-specialty, Not-in-family,13,45
19359, Private, HS-grad, Divorced, Tech-support, Unmarried,9,50
19360, Private, Some-college, Never-married, Adm-clerical, Not-in-family,10,40
19361, Private, 11th, Divorced, Craft-repair, Unmarried,7,52
19362, Private, Assoc-voc, Married-civ-spouse, Craft-repair, Husband,11,50
19363, Private, Some-college, Never-married, Tech-support, Own-child,10,25
19364, Private, Bachelors, Married-civ-spouse, Sales, Husband,13,45
19365, Self-emp-not-inc, Some-college, Married-civ-spouse, Prof-specialty, Wife,10,60
19366, Private, HS-grad, Divorced, Other-service, Not-in-family,9,35
19367, Private, HS-grad, Divorced, Craft-repair, Unmarried,9,40
19368, Local-gov, Prof-school, Married-civ-spouse, Prof-specialty, Husband,15,45
19369, Self-emp-not-inc, HS-grad, Married-civ-spouse, Transport-moving, Husband,9,40
19370, Private, Bachelors, Never-married, Tech-support, Not-in-family,13,40
19371, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband,9,40
19372, Private, Bachelors, Never-married, Exec-managerial, Own-child,13,35
19373, Self-emp-not-inc, HS-grad, Never-married, Other-service, Unmarried,9,60
19374, Private, Assoc-acdm, Married-civ-spouse, Exec-managerial, Husband,12,55
19375, Private, Bachelors, Never-married, Sales, Own-child,13,15
19376, Private, HS-grad, Divorced, Transport-moving, Not-in-family,9,68
19377, Private, HS-grad, Separated, Other-service, Not-in-family,9,40
19378, Private, HS-grad, Never-married, Machine-op-inspct, Not-in-family,9,40
19379, Private, Masters, Married-civ-spouse, Prof-specialty, Wife,14,24
19380, Private, Some-college, Married-civ-spouse, Transport-moving, Husband,10,55
19381, Private, 10th, Never-married, Other-service, Own-child,6,15
19382, Self-emp-not-inc, 12th, Married-civ-spouse, Craft-repair, Husband,8,45
19383, Private, Assoc-acdm, Married-civ-spouse, Craft-repair, Husband,12,40
19384, Self-emp-not-inc, HS-grad, Never-married, Craft-repair, Own-child,9,35
19385, Local-gov, Assoc-voc, Never-married, Craft-repair, Not-in-family,11,44
19386, Self-emp-not-inc, HS-grad, Married-civ-spouse, Craft-repair, Husband,9,30
19387, Self-emp-not-inc, Masters, Married-civ-spouse, Exec-managerial, Husband,14,50
19388, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband,9,40
19389, Private, 9th, Never-married, Priv-house-serv, Not-in-family,5,22
19390, Private, Assoc-voc, Married-civ-spouse, Craft-repair, Husband,11,38
19391, Private, 11th, Married-civ-spouse, Craft-repair, Husband,7,40
19392, Private, HS-grad, Never-married, Exec-managerial, Not-in-family,9,45
19393, Private, HS-grad, Divorced, Adm-clerical, Unmarried,9,40
19394, Local-gov, HS-grad, Never-married, Craft-repair, Not-in-family,9,40
19395, Local-gov, 12th, Married-civ-spouse, Farming-fishing, Husband,8,40
19396, Private, Bachelors, Married-civ-spouse, Exec-managerial, Husband,13,50
19397, Private, Assoc-voc, Never-married, Prof-specialty, Not-in-family,11,40
19398, Private, Some-college, Divorced, Exec-managerial, Unmarried,10,70
19399, Private, Bachelors, Never-married, Tech-support, Not-in-family,13,40
19400, Self-emp-inc, Some-college, Divorced, Craft-repair, Not-in-family,10,99
19401, Self-emp-inc, Some-college, Widowed, Sales, Not-in-family,10,20
19402, Self-emp-not-inc, Assoc-voc, Divorced, Machine-op-inspct, Not-in-family,11,40
19403, Private, HS-grad, Separated, Other-service, Not-in-family,9,40
19404, Private, HS-grad, Never-married, Adm-clerical, Own-child,9,40
19405, Private, HS-grad, Married-civ-spouse, Machine-op-inspct, Husband,9,58
19406, Private, HS-grad, Never-married, Adm-clerical, Not-in-family,9,33
19407, Private, HS-grad, Never-married, Handlers-cleaners, Own-child,9,40
19408, Private, Bachelors, Never-married, Other-service, Own-child,13,30
19409, Private, 1st-4th, Separated, Other-service, Not-in-family,2,40
19410, Private, HS-grad, Never-married, Handlers-cleaners, Own-child,9,45
19411, Private, Bachelors, Married-civ-spouse, Sales, Husband,13,50
19412, Private, Some-college, Never-married, Adm-clerical, Unmarried,10,30
19413, Local-gov, Some-college, Divorced, Protective-serv, Unmarried,10,40
19414, Private, Some-college, Never-married, Handlers-cleaners, Own-child,10,60
19415, Private, Bachelors, Married-civ-spouse, Exec-managerial, Husband,13,50
19416, Private, Some-college, Never-married, Adm-clerical, Not-in-family,10,40
19417, Private, HS-grad, Married-civ-spouse, Prof-specialty, Wife,9,40
19418, Private, Masters, Married-civ-spouse, Exec-managerial, Wife,14,24
19419, Private, Some-college, Divorced, Prof-specialty, Not-in-family,10,40
19420, Private, Doctorate, Never-married, Prof-specialty, Not-in-family,16,80
19421, Self-emp-not-inc, HS-grad, Divorced, Prof-specialty, Not-in-family,9,15
19422, Private, HS-grad, Never-married, Machine-op-inspct, Not-in-family,9,40
19423, Local-gov, Masters, Divorced, Prof-specialty, Unmarried,14,40
19424, Private, Bachelors, Never-married, Other-service, Own-child,13,40
19425, Private, Assoc-voc, Never-married, Prof-specialty, Unmarried,11,55
19426, Private, Bachelors, Married-civ-spouse, Exec-managerial, Wife,13,40
19427, Private, Bachelors, Married-spouse-absent, Adm-clerical, Not-in-family,13,40
19428, Local-gov, Assoc-acdm, Never-married, Prof-specialty, Own-child,12,2
19429, Private, 9th, Never-married, Priv-house-serv, Unmarried,5,40
19430, Local-gov, Some-college, Married-civ-spouse, Craft-repair, Husband,10,45
19431, Private, HS-grad, Never-married, Craft-repair, Not-in-family,9,40
19432, Private, HS-grad, Never-married, Adm-clerical, Own-child,9,40
19433, Private, HS-grad, Never-married, Other-service, Not-in-family,9,40
19434, ?, Bachelors, Married-civ-spouse, ?, Husband,13,40
19435, Private, Masters, Married-spouse-absent, Exec-managerial, Not-in-family,14,55
19436, Private, 10th, Divorced, Machine-op-inspct, Not-in-family,6,40
19437, Private, Assoc-voc, Married-civ-spouse, Tech-support, Husband,11,40
19438, Private, Some-college, Married-civ-spouse, Exec-managerial, Husband,10,45
19439, ?, Some-college, Married-civ-spouse, ?, Husband,10,40
19440, Private, Assoc-acdm, Never-married, Protective-serv, Own-child,12,60
19441, State-gov, Some-college, Never-married, Exec-managerial, Own-child,10,10
19442, Private, Some-college, Married-civ-spouse, Handlers-cleaners, Husband,10,50
