weather_id,Date,Temperature(°C),Humidity(%),Wind speed (m/s),Visibility (10m),Dew point temperature(°C),Solar Radiation (MJ/m2),Rainfall(mm),Snowfall (cm)
4827,20/06/2018,19.6,78.0,0.8,662.0,15.6,0.0,0.0,0.0
4828,20/06/2018,19.4,79.0,0.8,563.0,15.6,0.0,0.0,0.0
4829,20/06/2018,19.1,82.0,1.5,471.0,15.9,0.0,0.0,0.0
4830,20/06/2018,19.1,83.0,2.0,457.0,16.1,0.0,0.0,0.0
4831,20/06/2018,19.4,83.0,1.6,448.0,16.4,0.03,0.0,0.0
4832,20/06/2018,20.0,77.0,1.7,595.0,15.8,0.29,0.0,0.0
4833,20/06/2018,20.6,77.0,1.2,566.0,16.4,0.53,0.0,0.0
4834,20/06/2018,21.1,73.0,2.0,623.0,16.0,0.43,0.0,0.0
4835,20/06/2018,22.2,70.0,3.1,740.0,16.4,1.44,0.0,0.0
4836,20/06/2018,23.7,56.0,2.4,1070.0,14.3,2.33,0.0,0.0
4837,20/06/2018,25.2,53.0,3.3,976.0,14.9,3.38,0.0,0.0
4838,20/06/2018,26.2,51.0,3.2,1078.0,15.2,3.36,0.0,0.0
4839,20/06/2018,27.5,47.0,2.7,990.0,15.1,3.24,0.0,0.0
4840,20/06/2018,27.9,45.0,3.6,1558.0,14.8,3.04,0.0,0.0
4841,20/06/2018,28.2,48.0,3.9,1103.0,16.1,2.55,0.0,0.0
4842,20/06/2018,28.0,50.0,3.2,1137.0,16.6,1.93,0.0,0.0
4843,20/06/2018,27.0,55.0,3.1,1246.0,17.1,1.26,0.0,0.0
4845,20/06/2018,23.3,68.0,3.6,895.0,17.0,0.11,0.0,0.0
4846,20/06/2018,21.6,74.0,3.3,758.0,16.7,0.0,0.0,0.0
4847,20/06/2018,20.6,78.0,3.0,684.0,16.6,0.0,0.0,0.0
4848,20/06/2018,20.1,82.0,3.6,494.0,16.9,0.0,0.0,0.0
4849,21/06/2018,20.0,83.0,2.6,547.0,17.0,0.0,0.0,0.0
4850,21/06/2018,20.1,82.0,1.2,582.0,16.9,0.0,0.0,0.0
4851,21/06/2018,20.2,82.0,0.9,575.0,17.0,0.0,0.0,0.0
4852,21/06/2018,20.0,83.0,1.7,607.0,17.0,0.0,0.0,0.0
4853,21/06/2018,19.6,87.0,1.2,465.0,17.3,0.0,0.0,0.0
4854,21/06/2018,19.4,82.0,2.1,677.0,16.2,0.0,0.0,0.0
4855,21/06/2018,19.5,80.0,1.6,709.0,15.9,0.04,0.0,0.0
4856,21/06/2018,19.9,74.0,1.7,683.0,15.1,0.21,0.0,0.0
4857,21/06/2018,21.4,65.0,1.9,821.0,14.5,1.15,0.0,0.0
4858,21/06/2018,22.7,59.0,2.0,940.0,14.2,1.77,0.0,0.0
4859,21/06/2018,23.9,57.0,2.1,977.0,14.8,2.54,0.0,0.0
4860,21/06/2018,25.5,57.0,1.8,943.0,16.3,3.01,0.0,0.0
4861,21/06/2018,26.4,46.0,1.4,1103.0,13.8,3.26,0.0,0.0
4862,21/06/2018,27.3,33.0,3.4,1921.0,9.6,3.42,0.0,0.0
4863,21/06/2018,28.0,39.0,2.6,1833.0,12.7,3.14,0.0,0.0
4864,21/06/2018,28.3,40.0,3.2,1619.0,13.4,2.96,0.0,0.0
4865,21/06/2018,28.5,42.0,3.1,1622.0,14.3,2.62,0.0,0.0
4866,21/06/2018,28.4,43.0,3.3,1715.0,14.6,2.04,0.0,0.0
4867,21/06/2018,27.8,43.0,3.0,1933.0,14.0,1.35,0.0,0.0
4868,21/06/2018,26.9,42.0,2.4,2000.0,12.8,0.62,0.0,0.0
4869,21/06/2018,25.1,55.0,2.3,1779.0,15.4,0.08,0.0,0.0
4870,21/06/2018,23.8,63.0,1.5,1455.0,16.3,0.0,0.0,0.0
4871,21/06/2018,22.8,67.0,2.1,1042.0,16.3,0.0,0.0,0.0
4872,21/06/2018,21.9,59.0,2.6,1188.0,13.5,0.0,0.0,0.0
4873,22/06/2018,20.7,67.0,1.9,885.0,14.3,0.0,0.0,0.0
4874,22/06/2018,20.2,75.0,1.4,525.0,15.6,0.0,0.0,0.0
4875,22/06/2018,19.8,80.0,1.5,370.0,16.2,0.0,0.0,0.0
4876,22/06/2018,19.3,85.0,1.6,345.0,16.7,0.0,0.0,0.0
4877,22/06/2018,19.1,86.0,1.4,322.0,16.6,0.0,0.0,0.0
4878,22/06/2018,18.6,85.0,1.0,384.0,16.0,0.0,0.0,0.0
4879,22/06/2018,18.2,83.0,0.6,448.0,15.2,0.06,0.0,0.0
4880,22/06/2018,18.8,66.0,1.1,814.0,12.3,0.46,0.0,0.0
4881,22/06/2018,21.9,58.0,1.2,771.0,13.2,1.29,0.0,0.0
4882,22/06/2018,24.2,47.0,1.2,822.0,12.1,1.94,0.0,0.0
4883,22/06/2018,26.3,34.0,0.9,1792.0,9.1,2.57,0.0,0.0
4884,22/06/2018,28.1,35.0,1.3,1608.0,11.1,3.02,0.0,0.0
4885,22/06/2018,29.8,28.0,1.3,1777.0,9.3,3.21,0.0,0.0
4886,22/06/2018,30.6,26.0,1.2,1792.0,8.9,3.17,0.0,0.0
4887,22/06/2018,31.6,25.0,2.3,1780.0,9.1,3.21,0.0,0.0
4888,22/06/2018,31.9,23.0,1.8,1977.0,8.1,2.57,0.0,0.0
4889,22/06/2018,30.8,31.0,3.8,1246.0,11.7,2.17,0.0,0.0
4890,22/06/2018,30.4,28.0,2.9,1834.0,9.8,1.9,0.0,0.0
4891,22/06/2018,29.3,27.0,3.4,1977.0,8.3,1.24,0.0,0.0
4892,22/06/2018,27.1,32.0,3.5,2000.0,8.9,0.52,0.0,0.0
4893,22/06/2018,25.4,31.0,2.5,2000.0,7.0,0.07,0.0,0.0
4894,22/06/2018,24.2,32.0,1.5,2000.0,6.4,0.0,0.0,0.0
4895,22/06/2018,23.3,32.0,1.1,2000.0,5.6,0.0,0.0,0.0
4896,22/06/2018,22.9,34.0,1.1,1810.0,6.1,0.0,0.0,0.0
4897,23/06/2018,22.7,36.0,1.5,2000.0,6.8,0.0,0.0,0.0
4898,23/06/2018,22.5,39.0,1.1,2000.0,7.8,0.0,0.0,0.0
4899,23/06/2018,22.3,37.0,1.8,2000.0,6.8,0.0,0.0,0.0
4900,23/06/2018,22.0,42.0,0.2,1891.0,8.4,0.0,0.0,0.0
4901,23/06/2018,21.6,47.0,0.4,1985.0,9.7,0.0,0.0,0.0
4902,23/06/2018,21.1,48.0,0.3,2000.0,9.6,0.0,0.0,0.0
4903,23/06/2018,21.0,48.0,0.6,2000.0,9.5,0.01,0.0,0.0
4904,23/06/2018,21.3,44.0,0.5,1911.0,8.5,0.2,0.0,0.0
4905,23/06/2018,22.6,42.0,0.7,1887.0,9.0,0.62,0.0,0.0
4906,23/06/2018,24.3,37.0,1.1,1939.0,8.6,1.31,0.0,0.0
4907,23/06/2018,25.8,35.0,1.5,1900.0,9.1,1.66,0.0,0.0
4908,23/06/2018,27.5,31.0,1.9,1841.0,8.8,2.7,0.0,0.0
4909,23/06/2018,28.4,31.0,2.7,1849.0,9.6,2.93,0.0,0.0
4910,23/06/2018,27.9,41.0,3.9,1649.0,13.4,2.08,0.0,0.0
4911,23/06/2018,28.0,46.0,3.6,1401.0,15.2,2.88,0.0,0.0
4912,23/06/2018,28.4,43.0,3.1,1337.0,14.6,2.65,0.0,0.0
4913,23/06/2018,28.3,48.0,3.1,1232.0,16.2,2.41,0.0,0.0
4914,23/06/2018,28.1,49.0,3.2,1117.0,16.3,1.62,0.0,0.0
4915,23/06/2018,26.3,55.0,3.2,1119.0,16.5,0.64,0.0,0.0
4916,23/06/2018,25.7,59.0,2.8,1083.0,17.0,0.38,0.0,0.0
4917,23/06/2018,24.6,65.0,2.1,1018.0,17.5,0.1,0.0,0.0
4918,23/06/2018,23.8,68.0,2.2,694.0,17.5,0.0,0.0,0.0
4919,23/06/2018,23.0,74.0,2.4,473.0,18.1,0.0,0.0,0.0
4920,23/06/2018,22.5,77.0,2.7,396.0,18.2,0.0,0.0,0.0
4921,24/06/2018,22.0,81.0,1.6,374.0,18.5,0.0,0.0,0.0
4922,24/06/2018,21.5,83.0,1.3,345.0,18.4,0.0,0.0,0.0
4923,24/06/2018,20.9,87.0,1.8,222.0,18.6,0.0,0.0,0.0
4924,24/06/2018,20.6,91.0,0.8,194.0,19.0,0.0,0.0,0.0
4925,24/06/2018,20.5,90.0,0.8,223.0,18.7,0.0,0.0,0.0
4926,24/06/2018,20.3,87.0,1.0,251.0,18.0,0.0,0.0,0.0
4927,24/06/2018,20.2,87.0,2.0,255.0,17.9,0.01,0.0,0.0
4928,24/06/2018,20.5,82.0,0.8,338.0,17.3,0.16,0.0,0.0
4929,24/06/2018,21.3,78.0,0.7,351.0,17.3,0.51,0.0,0.0
4930,24/06/2018,23.1,68.0,1.9,482.0,16.8,1.64,0.0,0.0
4931,24/06/2018,25.0,60.0,1.5,570.0,16.6,2.33,0.0,0.0
4932,24/06/2018,27.1,52.0,2.1,557.0,16.3,2.82,0.0,0.0
4933,24/06/2018,28.9,40.0,2.3,809.0,13.9,3.15,0.0,0.0
4934,24/06/2018,30.6,31.0,2.7,1240.0,11.5,3.24,0.0,0.0
4935,24/06/2018,31.6,34.0,2.9,1050.0,13.8,3.12,0.0,0.0
4936,24/06/2018,31.8,31.0,3.4,1400.0,12.5,2.85,0.0,0.0
4937,24/06/2018,31.3,32.0,3.2,1427.0,12.6,2.38,0.0,0.0
4938,24/06/2018,30.9,34.0,2.5,1640.0,13.2,1.79,0.0,0.0
4939,24/06/2018,29.8,35.0,3.3,1805.0,12.6,1.15,0.0,0.0
4940,24/06/2018,27.8,41.0,2.7,1990.0,13.3,0.45,0.0,0.0
4941,24/06/2018,26.1,49.0,1.9,1960.0,14.5,0.1,0.0,0.0
4942,24/06/2018,24.5,71.0,1.7,1295.0,18.8,0.0,0.0,0.0
4943,24/06/2018,23.9,72.0,0.8,1098.0,18.5,0.0,0.0,0.0
4944,24/06/2018,23.3,75.0,2.0,890.0,18.6,0.0,0.0,0.0
4945,25/06/2018,22.9,79.0,0.6,715.0,19.0,0.0,0.0,0.0
4946,25/06/2018,22.5,80.0,1.1,619.0,18.8,0.0,0.0,0.0
4947,25/06/2018,22.3,80.0,0.8,709.0,18.6,0.0,0.0,0.0
4948,25/06/2018,22.0,83.0,0.5,684.0,18.9,0.0,0.0,0.0
4949,25/06/2018,21.8,82.0,0.7,702.0,18.5,0.0,0.0,0.0
4950,25/06/2018,21.5,84.0,0.3,569.0,18.6,0.0,0.0,0.0
4951,25/06/2018,21.3,81.0,0.7,604.0,17.8,0.05,0.0,0.0
4952,25/06/2018,22.1,74.0,0.3,830.0,17.2,0.37,0.0,0.0
4953,25/06/2018,23.8,66.0,0.9,960.0,17.0,0.74,0.0,0.0
4954,25/06/2018,25.4,61.0,1.0,1079.0,17.3,1.28,0.0,0.0
4955,25/06/2018,26.4,55.0,0.9,901.0,16.6,1.16,0.0,0.0
4956,25/06/2018,27.8,46.0,1.3,912.0,15.1,1.77,0.0,0.0
4957,25/06/2018,29.8,42.0,2.1,1220.0,15.5,2.9,0.0,0.0
4958,25/06/2018,31.2,36.0,2.0,1022.0,14.3,2.91,0.0,0.0
4959,25/06/2018,32.3,35.0,1.8,982.0,14.8,2.71,0.0,0.0
4960,25/06/2018,32.7,31.0,1.7,1243.0,13.3,2.3,0.0,0.0
4961,25/06/2018,32.2,39.0,2.8,928.0,16.4,1.74,0.0,0.0
4962,25/06/2018,31.5,42.0,2.3,990.0,17.0,1.36,0.0,0.0
4963,25/06/2018,30.7,43.0,1.6,931.0,16.6,0.74,0.0,0.0
4964,25/06/2018,29.8,45.0,1.5,956.0,16.5,0.32,0.0,0.0
4965,25/06/2018,28.8,54.0,1.1,964.0,18.5,0.09,0.0,0.0
4966,25/06/2018,27.9,55.0,0.5,1083.0,18.0,0.0,0.0,0.0
4967,25/06/2018,27.4,55.0,0.3,1001.0,17.5,0.0,0.0,0.0
4968,25/06/2018,27.2,55.0,0.7,920.0,17.3,0.0,0.0,0.0
4969,26/06/2018,26.9,61.0,1.5,805.0,18.7,0.0,0.0,0.0
4970,26/06/2018,26.7,50.0,1.8,884.0,15.4,0.0,0.0,0.0
4971,26/06/2018,26.1,51.0,1.7,760.0,15.1,0.0,0.0,0.0
4972,26/06/2018,25.4,50.0,1.1,870.0,14.2,0.0,0.0,0.0
4973,26/06/2018,24.7,49.0,1.0,1293.0,13.2,0.0,0.0,0.0
4974,26/06/2018,23.7,64.0,0.9,876.0,16.4,0.0,0.1,0.0
4975,26/06/2018,22.5,83.0,0.8,537.0,19.4,0.0,0.4,0.0
4976,26/06/2018,21.2,87.0,0.8,376.0,18.9,0.03,1.5,0.0
4977,26/06/2018,20.8,94.0,1.0,159.0,19.7,0.05,3.5,0.0
4978,26/06/2018,20.3,96.0,1.1,143.0,19.6,0.06,6.5,0.0
4979,26/06/2018,20.3,97.0,1.0,103.0,19.8,0.12,9.5,0.0
4980,26/06/2018,20.4,97.0,1.4,129.0,19.9,0.09,16.0,0.0
4981,26/06/2018,20.5,97.0,1.8,257.0,20.0,0.15,5.0,0.0
4982,26/06/2018,20.5,97.0,1.2,338.0,20.0,0.11,14.5,0.0
4983,26/06/2018,21.0,97.0,0.7,381.0,20.4,0.26,2.5,0.0
4984,26/06/2018,21.5,97.0,0.6,311.0,20.9,0.21,4.5,0.0
4985,26/06/2018,23.3,96.0,3.4,441.0,22.6,0.08,1.0,0.0
4986,26/06/2018,24.0,95.0,5.0,362.0,23.1,0.07,2.0,0.0
4987,26/06/2018,24.1,95.0,4.4,261.0,23.2,0.03,1.0,0.0
4988,26/06/2018,24.2,94.0,4.7,242.0,23.1,0.03,1.5,0.0
4989,26/06/2018,24.1,94.0,4.5,214.0,23.0,0.0,0.5,0.0
4990,26/06/2018,23.5,94.0,4.6,227.0,22.4,0.0,1.5,0.0
4991,26/06/2018,22.4,95.0,4.1,222.0,21.5,0.0,0.0,0.0
4992,26/06/2018,21.6,89.0,4.3,698.0,19.7,0.0,0.0,0.0
4993,27/06/2018,20.5,94.0,3.7,896.0,19.4,0.0,0.0,0.0
4994,27/06/2018,20.0,96.0,3.0,182.0,19.3,0.0,0.1,0.0
4995,27/06/2018,19.6,97.0,2.6,201.0,19.1,0.0,0.4,0.0
4996,27/06/2018,19.4,97.0,2.9,282.0,18.9,0.0,0.0,0.0
4997,27/06/2018,19.2,97.0,1.0,217.0,18.7,0.0,0.5,0.0
4998,27/06/2018,19.1,97.0,1.2,402.0,18.6,0.0,0.0,0.0
4999,27/06/2018,19.2,97.0,1.5,157.0,18.7,0.0,0.0,0.0
5000,27/06/2018,19.3,98.0,1.0,188.0,18.9,0.06,0.0,0.0
5001,27/06/2018,19.7,97.0,1.5,200.0,19.2,0.25,0.0,0.0
5002,27/06/2018,20.0,96.0,1.6,287.0,19.3,0.39,0.0,0.0
5003,27/06/2018,21.4,85.0,1.1,596.0,18.7,1.34,0.0,0.0
5004,27/06/2018,23.4,73.0,1.3,827.0,18.2,2.38,0.0,0.0
5005,27/06/2018,24.1,73.0,2.2,992.0,18.9,2.15,0.0,0.0
5006,27/06/2018,24.9,69.0,2.2,850.0,18.8,2.14,0.0,0.0
5007,27/06/2018,24.7,72.0,2.9,720.0,19.3,1.45,0.0,0.0
5008,27/06/2018,25.5,68.0,2.4,638.0,19.1,1.61,0.0,0.0
5009,27/06/2018,25.0,74.0,2.2,578.0,20.0,0.52,0.0,0.0
5010,27/06/2018,25.1,70.0,2.2,796.0,19.2,0.48,0.0,0.0
5011,27/06/2018,25.0,69.0,1.5,1125.0,18.9,0.52,0.0,0.0
5012,27/06/2018,24.9,70.0,1.8,1131.0,19.0,0.24,0.0,0.0
5013,27/06/2018,24.2,72.0,1.4,833.0,18.8,0.03,0.0,0.0
5014,27/06/2018,23.3,71.0,1.3,1145.0,17.7,0.0,0.0,0.0
5015,27/06/2018,22.7,77.0,2.0,1099.0,18.4,0.0,0.0,0.0
5016,27/06/2018,22.3,83.0,2.6,490.0,19.2,0.0,0.0,0.0
5017,28/06/2018,22.2,84.0,1.1,482.0,19.3,0.0,0.0,0.0
5018,28/06/2018,22.2,84.0,0.3,610.0,19.3,0.0,0.0,0.0
5019,28/06/2018,22.4,84.0,0.6,667.0,19.5,0.0,0.0,0.0
5020,28/06/2018,22.4,86.0,0.6,618.0,19.9,0.0,0.0,0.0
5021,28/06/2018,22.3,88.0,0.9,298.0,20.2,0.0,0.0,0.0
5022,28/06/2018,22.1,93.0,0.4,333.0,20.9,0.0,0.0,0.0
5023,28/06/2018,22.0,90.0,0.4,373.0,20.2,0.04,0.1,0.0
5024,28/06/2018,22.7,81.0,0.4,866.0,19.2,0.4,0.0,0.0
5025,28/06/2018,24.2,73.0,1.0,1581.0,19.0,0.96,0.0,0.0
5026,28/06/2018,24.8,75.0,1.1,1418.0,20.0,0.63,0.0,0.0
5027,28/06/2018,25.3,70.0,0.6,1386.0,19.4,0.7,0.0,0.0
5028,28/06/2018,26.5,64.0,1.8,1806.0,19.1,1.3,0.0,0.0
5029,28/06/2018,27.0,68.0,2.0,1863.0,20.5,1.3,0.0,0.0
5030,28/06/2018,27.2,68.0,1.8,1575.0,20.7,1.1,0.0,0.0
5031,28/06/2018,27.1,72.0,3.0,1126.0,21.6,0.91,0.0,0.0
5032,28/06/2018,26.4,76.0,3.7,1370.0,21.8,1.01,0.0,0.0
5033,28/06/2018,25.2,81.0,3.6,961.0,21.6,0.5,0.0,0.0
5034,28/06/2018,22.2,92.0,1.2,254.0,20.8,0.11,4.9,0.0
5035,28/06/2018,20.6,97.0,0.7,222.0,20.1,0.14,21.5,0.0
5036,28/06/2018,20.9,97.0,1.0,1747.0,20.3,0.19,0.0,0.0
5037,28/06/2018,21.0,96.0,0.1,1431.0,20.3,0.02,0.0,0.0
5038,28/06/2018,21.3,94.0,0.3,1314.0,20.2,0.0,0.0,0.0
5039,28/06/2018,21.6,94.0,1.1,766.0,20.5,0.0,0.0,0.0
5040,28/06/2018,21.7,96.0,0.3,293.0,21.0,0.0,0.0,0.0
5041,29/06/2018,21.9,95.0,1.9,357.0,21.0,0.0,0.0,0.0
5042,29/06/2018,22.0,96.0,0.1,387.0,21.3,0.0,0.1,0.0
5043,29/06/2018,22.2,96.0,0.8,269.0,21.5,0.0,0.2,0.0
5044,29/06/2018,22.3,96.0,1.2,290.0,21.6,0.0,0.1,0.0
5045,29/06/2018,22.3,96.0,0.0,278.0,21.6,0.0,0.1,0.0
5046,29/06/2018,22.1,97.0,0.5,152.0,21.5,0.0,1.5,0.0
5047,29/06/2018,21.9,97.0,0.2,190.0,21.3,0.0,4.5,0.0
5048,29/06/2018,22.0,97.0,0.9,269.0,21.4,0.03,0.0,0.0
5049,29/06/2018,22.2,95.0,1.6,389.0,21.3,0.26,0.0,0.0
5050,29/06/2018,22.9,86.0,1.7,538.0,20.4,0.76,0.0,0.0
5051,29/06/2018,24.4,76.0,2.1,617.0,19.8,1.58,0.0,0.0
5052,29/06/2018,24.8,74.0,1.8,644.0,19.8,1.41,0.0,0.0
5053,29/06/2018,26.1,67.0,2.2,758.0,19.4,2.15,0.0,0.0
5054,29/06/2018,26.8,65.0,2.0,732.0,19.6,2.37,0.0,0.0
5055,29/06/2018,27.8,57.0,2.1,760.0,18.4,2.62,0.0,0.0
5056,29/06/2018,28.4,63.0,2.8,742.0,20.6,2.47,0.0,0.0
5057,29/06/2018,29.0,57.0,2.3,987.0,19.6,2.36,0.0,0.0
5058,29/06/2018,28.5,60.0,2.6,1014.0,19.9,1.33,0.0,0.0
5059,29/06/2018,28.1,60.0,1.9,959.0,19.5,1.05,0.0,0.0
5060,29/06/2018,27.1,64.0,1.1,829.0,19.6,0.28,0.0,0.0
5061,29/06/2018,26.2,70.0,1.5,792.0,20.2,0.12,0.0,0.0
5062,29/06/2018,25.2,75.0,1.4,644.0,20.4,0.0,0.0,0.0
5063,29/06/2018,24.2,80.0,1.3,500.0,20.5,0.0,0.0,0.0
5064,29/06/2018,23.5,83.0,1.4,436.0,20.4,0.0,0.0,0.0
5065,30/06/2018,23.0,84.0,1.9,375.0,20.1,0.0,0.0,0.0
5066,30/06/2018,22.6,85.0,0.3,323.0,19.9,0.0,0.0,0.0
5067,30/06/2018,22.2,88.0,1.0,295.0,20.1,0.0,0.0,0.0
5068,30/06/2018,21.9,88.0,0.9,274.0,19.8,0.0,0.0,0.0
5069,30/06/2018,21.7,93.0,0.1,244.0,20.5,0.0,0.0,0.0
5070,30/06/2018,21.7,88.0,0.6,289.0,19.6,0.0,0.0,0.0
5071,30/06/2018,22.1,85.0,0.5,303.0,19.4,0.01,0.1,0.0
5072,30/06/2018,22.5,86.0,0.6,299.0,20.0,0.07,0.0,0.0
5073,30/06/2018,23.4,81.0,0.5,313.0,19.9,0.37,0.0,0.0
5074,30/06/2018,24.2,81.0,0.9,295.0,20.7,0.53,0.0,0.0
5075,30/06/2018,25.1,73.0,0.9,358.0,19.9,0.66,0.0,0.0
5076,30/06/2018,26.4,71.0,1.0,430.0,20.7,1.36,0.0,0.0
5077,30/06/2018,25.2,94.0,2.8,166.0,24.1,0.39,6.4,0.0
5078,30/06/2018,25.6,87.0,1.7,390.0,23.2,0.71,3.5,0.0
5079,30/06/2018,27.5,69.0,0.5,736.0,21.2,1.84,0.0,0.0
5080,30/06/2018,27.8,71.0,0.9,733.0,22.0,0.93,0.0,0.0
5081,30/06/2018,27.9,69.0,0.5,880.0,21.6,0.61,0.0,0.0
5082,30/06/2018,27.4,75.0,2.3,616.0,22.5,0.46,0.0,0.0
5083,30/06/2018,27.5,79.0,0.5,1237.0,23.5,0.65,0.5,0.0
5084,30/06/2018,24.3,95.0,0.5,958.0,23.4,0.11,4.0,0.0
5085,30/06/2018,24.2,88.0,0.8,1276.0,22.0,0.06,0.0,0.0
5086,30/06/2018,23.9,84.0,0.7,1552.0,21.0,0.0,0.0,0.0
5087,30/06/2018,23.4,88.0,0.9,1153.0,21.2,0.0,0.0,0.0
5088,30/06/2018,22.9,92.0,0.6,989.0,21.5,0.0,0.0,0.0
5089,01/07/2018,22.6,88.0,0.2,1259.0,20.5,0.0,0.0,0.0
5090,01/07/2018,22.7,87.0,0.5,1072.0,20.4,0.0,0.0,0.0
5091,01/07/2018,22.7,87.0,0.5,1187.0,20.4,0.0,0.0,0.0
5092,01/07/2018,22.7,86.0,0.7,1455.0,20.2,0.0,0.0,0.0
5093,01/07/2018,22.7,85.0,0.7,1547.0,20.0,0.0,0.0,0.0
5094,01/07/2018,22.6,86.0,0.5,1076.0,20.1,0.0,0.1,0.0
5095,01/07/2018,22.3,93.0,0.6,1262.0,21.1,0.01,0.4,0.0
5096,01/07/2018,22.1,89.0,0.5,1617.0,20.1,0.08,0.5,0.0
5097,01/07/2018,22.1,93.0,0.5,805.0,20.9,0.14,1.0,0.0
5098,01/07/2018,22.1,94.0,0.9,624.0,21.0,0.22,1.5,0.0
5099,01/07/2018,21.6,97.0,0.5,266.0,21.0,0.13,12.0,0.0
5100,01/07/2018,21.2,97.0,1.2,105.0,20.6,0.15,18.5,0.0
5101,01/07/2018,21.1,97.0,1.2,653.0,20.5,0.17,7.5,0.0
5102,01/07/2018,21.2,97.0,1.1,760.0,20.6,0.2,3.5,0.0
5103,01/07/2018,21.5,97.0,0.7,1522.0,20.9,0.29,1.0,0.0
5104,01/07/2018,21.8,97.0,0.7,324.0,21.2,0.14,5.5,0.0
5105,01/07/2018,22.2,97.0,1.1,1745.0,21.6,0.25,1.0,0.0
5106,01/07/2018,22.4,96.0,0.4,1661.0,21.7,0.21,1.5,0.0
5107,01/07/2018,22.2,96.0,1.2,673.0,21.5,0.09,3.5,0.0
5108,01/07/2018,21.9,96.0,1.2,509.0,21.2,0.01,5.5,0.0
5109,01/07/2018,21.9,97.0,1.1,534.0,21.3,0.0,6.0,0.0
5110,01/07/2018,21.8,97.0,0.6,692.0,21.2,0.0,3.5,0.0
5111,01/07/2018,21.7,97.0,0.7,540.0,21.1,0.0,3.5,0.0
5112,01/07/2018,21.5,97.0,1.5,523.0,20.9,0.0,5.0,0.0
5113,02/07/2018,21.4,97.0,0.6,680.0,20.8,0.0,2.5,0.0
5114,02/07/2018,21.3,97.0,1.0,1451.0,20.7,0.0,3.0,0.0
5115,02/07/2018,21.2,97.0,0.8,1018.0,20.6,0.0,2.0,0.0
5116,02/07/2018,21.1,96.0,2.4,866.0,20.4,0.0,4.5,0.0
5117,02/07/2018,20.8,97.0,1.0,2000.0,20.3,0.0,4.0,0.0
5118,02/07/2018,20.7,97.0,0.3,2000.0,20.2,0.0,0.5,0.0
5119,02/07/2018,20.7,97.0,0.3,1262.0,20.2,0.0,1.0,0.0
5120,02/07/2018,20.7,97.0,0.4,1801.0,20.2,0.0,0.5,0.0
5121,02/07/2018,20.8,96.0,0.4,1627.0,20.1,0.11,1.5,0.0
5122,02/07/2018,21.0,97.0,1.3,825.0,20.4,0.14,3.0,0.0
5123,02/07/2018,21.4,97.0,0.6,563.0,20.8,0.27,1.0,0.0
5124,02/07/2018,21.7,97.0,0.5,591.0,21.1,0.25,8.0,0.0
5125,02/07/2018,22.4,97.0,1.0,945.0,21.8,0.46,0.0,0.0
5126,02/07/2018,22.6,97.0,0.6,367.0,22.0,0.3,0.5,0.0
5127,02/07/2018,23.3,96.0,0.3,434.0,22.6,0.53,0.0,0.0
5128,02/07/2018,24.2,93.0,1.0,590.0,22.9,0.78,0.0,0.0
5129,02/07/2018,25.2,87.0,0.9,601.0,22.8,0.88,0.0,0.0
5130,02/07/2018,25.3,87.0,0.6,751.0,22.9,0.49,0.0,0.0
5131,02/07/2018,24.9,87.0,1.9,1742.0,22.5,0.25,0.0,0.0
5132,02/07/2018,24.1,93.0,2.1,1118.0,22.8,0.23,1.5,0.0
5133,02/07/2018,23.5,97.0,0.1,1814.0,22.9,0.04,24.0,0.0
5134,02/07/2018,23.4,98.0,0.4,1038.0,23.0,0.0,1.0,0.0
5135,02/07/2018,23.4,98.0,0.3,585.0,23.0,0.0,2.5,0.0
5136,02/07/2018,23.4,98.0,0.3,662.0,23.0,0.0,0.5,0.0
5137,03/07/2018,23.2,98.0,0.2,927.0,22.8,0.0,0.5,0.0
5138,03/07/2018,23.1,98.0,0.0,958.0,22.7,0.0,0.0,0.0
5139,03/07/2018,23.0,98.0,0.1,1026.0,22.6,0.0,0.0,0.0
5140,03/07/2018,22.8,98.0,0.0,1734.0,22.4,0.0,0.0,0.0
5141,03/07/2018,22.7,97.0,0.2,1808.0,22.1,0.0,0.0,0.0
5142,03/07/2018,22.6,97.0,0.0,1383.0,22.0,0.0,0.0,0.0
5143,03/07/2018,22.6,95.0,0.1,1937.0,21.7,0.05,0.0,0.0
5144,03/07/2018,23.5,86.0,0.2,1908.0,21.0,0.38,0.0,0.0
5145,03/07/2018,24.3,83.0,0.5,1986.0,21.2,0.53,0.0,0.0
5146,03/07/2018,25.7,76.0,0.8,1920.0,21.1,1.11,0.0,0.0
5147,03/07/2018,27.6,71.0,1.6,1870.0,21.8,2.14,0.0,0.0
5148,03/07/2018,29.2,66.0,1.4,1953.0,22.1,2.72,0.0,0.0
5149,03/07/2018,30.1,64.0,1.2,2000.0,22.5,2.54,0.0,0.0
5150,03/07/2018,31.2,54.0,1.3,1961.0,20.7,3.11,0.0,0.0
5151,03/07/2018,31.0,56.0,1.5,2000.0,21.1,1.47,0.0,0.0
5152,03/07/2018,32.0,54.0,1.2,1962.0,21.5,2.99,0.0,0.0
5153,03/07/2018,31.3,52.0,1.2,2000.0,20.2,1.63,0.0,0.0
5154,03/07/2018,32.4,50.0,2.2,2000.0,20.6,1.92,0.0,0.0
5155,03/07/2018,32.2,57.0,1.8,1880.0,22.5,1.53,0.0,0.0
